State_County,State,FIPS,Freq
TX_El Paso,TX,48141,0
TX_Ellis,TX,48139,0
TX_Erath,TX,48143,0
TX_Falls,TX,48145,1
TX_Fannin,TX,48147,0
TX_Fayette,TX,48149,0
TX_Fisher,TX,48151,0
TX_Floyd,TX,48153,0
TX_Foard,TX,48155,0
TX_Fort Bend,TX,48157,0
TX_Franklin,TX,48159,0
TX_Freestone,TX,48161,0
TX_Frio,TX,48163,0
TX_Gaines,TX,48165,14
TX_Galveston,TX,48167,0
TX_Garza,TX,48169,9
TX_Gillespie,TX,48171,2
TX_Glasscock,TX,48173,15
TX_Goliad,TX,48175,1
TX_Gonzales,TX,48177,0
TX_Gray,TX,48179,1
TX_Grayson,TX,48181,0
TX_Gregg,TX,48183,0
TX_Grimes,TX,48185,0
TX_Guadalupe,TX,48187,2
TX_Hale,TX,48189,3
TX_Hall,TX,48191,31
TX_Hamilton,TX,48193,0
TX_Hansford,TX,48195,0
TX_Hardeman,TX,48197,0
TX_Hardin,TX,48199,0
TX_Harris,TX,48201,1
TX_Harrison,TX,48203,0
TX_Hartley,TX,48205,0
TX_Haskell,TX,48207,20
TX_Hays,TX,48209,0
TX_Hemphill,TX,48211,0
TX_Henderson,TX,48213,0
TX_Hidalgo,TX,48215,32
TX_Hill,TX,48217,0
TX_Hockley,TX,48219,24
TX_Hood,TX,48221,3
TX_Hopkins,TX,48223,0
TX_Houston,TX,48225,0
TX_Howard,TX,48227,10
TX_Hudspeth,TX,48229,0
TX_Hunt,TX,48231,0
TX_Hutchinson,TX,48233,0
TX_Irion,TX,48235,0
TX_Jack,TX,48237,0
TX_Jackson,TX,48239,0
TX_Jasper,TX,48241,0
TX_Jeff Davis,TX,48243,11
TX_Jefferson,TX,48245,0
TX_Jim Hogg,TX,48247,0
TX_Jim Wells,TX,48249,0
TX_Johnson,TX,48251,0
TX_Jones,TX,48253,0
TX_Karnes,TX,48255,4
TX_Kaufman,TX,48257,0
TX_Kendall,TX,48259,0
TX_Kenedy,TX,48261,0
TX_Kent,TX,48263,0
TX_Kerr,TX,48265,1
TX_Kimble,TX,48267,0
TX_King,TX,48269,16
TX_Kinney,TX,48271,0
TX_Kleberg,TX,48273,0
TX_Knox,TX,48275,21
TX_La Salle,TX,48283,0
TX_Lamar,TX,48277,0
TX_Lamb,TX,48279,13
TX_Lampasas,TX,48281,0
TX_Lavaca,TX,48285,0
TX_Lee,TX,48287,0
TX_Leon,TX,48289,0
TX_Liberty,TX,48291,0
TX_Limestone,TX,48293,0
TX_Lipscomb,TX,48295,0
TX_Live Oak,TX,48297,0
TX_Llano,TX,48299,32
TX_Loving,TX,48301,0
TX_Lubbock,TX,48303,200
TX_Lynn,TX,48305,18
TX_Madison,TX,48313,0
TX_Marion,TX,48315,0
TX_Martin,TX,48317,30
TX_Mason,TX,48319,0
TX_Matagorda,TX,48321,0
TX_Maverick,TX,48323,0
TX_McCulloch,TX,48307,3
TX_McLennan,TX,48309,0
TX_McMullen,TX,48311,0
TX_Medina,TX,48325,0
TX_Menard,TX,48327,0
TX_Midland,TX,48329,193
TX_Milam,TX,48331,0
TX_Mills,TX,48333,9
TX_Mitchell,TX,48335,0
TX_Montague,TX,48337,1
TX_Montgomery,TX,48339,0
TX_Moore,TX,48341,0
TX_Morris,TX,48343,0
TX_Motley,TX,48345,19
TX_Nacogdoches,TX,48347,0
TX_Navarro,TX,48349,0
TX_Newton,TX,48351,0
TX_Nolan,TX,48353,20
TX_Nueces,TX,48355,0
TX_Ochiltree,TX,48357,0
TX_Oldham,TX,48359,0
TX_Orange,TX,48361,0
TX_Palo Pinto,TX,48363,0
TX_Panola,TX,48365,0
TX_Parker,TX,48367,1
TX_Parmer,TX,48369,1
TX_Pecos,TX,48371,0
TX_Polk,TX,48373,0
TX_Potter,TX,48375,0
TX_Presidio,TX,48377,0
TX_Rains,TX,48379,0
TX_Randall,TX,48381,4
TX_Reagan,TX,48383,0
TX_Real,TX,48385,0
TX_Red River,TX,48387,0
TX_Reeves,TX,48389,0
TX_Refugio,TX,48391,0
TX_Roberts,TX,48393,0
TX_Robertson,TX,48395,0
TX_Rockwall,TX,48397,0
TX_Runnels,TX,48399,0
TX_Rusk,TX,48401,0
TX_Sabine,TX,48403,0
TX_San Augustine,TX,48405,0
TX_San Jacinto,TX,48407,0
TX_San Patricio,TX,48409,0
TX_San Saba,TX,48411,0
TX_Schleicher,TX,48413,0
TX_Scurry,TX,48415,2
TX_Shackelford,TX,48417,0
TX_Shelby,TX,48419,0
TX_Sherman,TX,48421,0
TX_Smith,TX,48423,0
TX_Somervell,TX,48425,0
TX_Starr,TX,48427,9
TX_Stephens,TX,48429,0
TX_Sterling,TX,48431,0
TX_Stonewall,TX,48433,0
TX_Sutton,TX,48435,0
TX_Swisher,TX,48437,0
TX_Tarrant,TX,48439,0
TX_Taylor,TX,48441,0
TX_Terrell,TX,48443,0
TX_Terry,TX,48445,6
TX_Throckmorton,TX,48447,0
TX_Titus,TX,48449,0
TX_Tom Green,TX,48451,6
TX_Travis,TX,48453,0
TX_Trinity,TX,48455,0
TX_Tyler,TX,48457,0
TX_Upshur,TX,48459,0
TX_Upton,TX,48461,0
TX_Uvalde,TX,48463,7
TX_Val Verde,TX,48465,23
TX_Van Zandt,TX,48467,0
TX_Victoria,TX,48469,0
TX_Walker,TX,48471,0
TX_Waller,TX,48473,0
TX_Ward,TX,48475,0
TX_Washington,TX,48477,0
TX_Webb,TX,48479,1
TX_Wharton,TX,48481,1
TX_Wheeler,TX,48483,18
TX_Wichita,TX,48485,0
TX_Wilbarger,TX,48487,106
TX_Willacy,TX,48489,0
TX_Williamson,TX,48491,0
TX_Wilson,TX,48493,0
TX_Winkler,TX,48495,0
TX_Wise,TX,48497,0
TX_Wood,TX,48499,0
TX_Yoakum,TX,48501,3
TX_Young,TX,48503,0
TX_Zapata,TX,48505,0
TX_Zavala,TX,48507,1
UM_Midway Islands,UM,74300,0
UT_Beaver,UT,49001,0
UT_Box Elder,UT,49003,2
UT_Cache,UT,49005,0
UT_Carbon,UT,49007,0
UT_Daggett,UT,49009,0
UT_Davis,UT,49011,0
UT_Duchesne,UT,49013,0
UT_Emery,UT,49015,0
UT_Garfield,UT,49017,0
UT_Grand,UT,49019,0
UT_Iron,UT,49021,0
UT_Juab,UT,49023,0
UT_Kane,UT,49025,0
UT_Millard,UT,49027,0
UT_Morgan,UT,49029,0
UT_Piute,UT,49031,0
UT_Rich,UT,49033,0
UT_Salt Lake,UT,49035,0
UT_San Juan,UT,49037,0
UT_Sanpete,UT,49039,0
UT_Sevier,UT,49041,0
UT_Summit,UT,49043,0
UT_Tooele,UT,49045,0
UT_Uintah,UT,49047,0
UT_Utah,UT,49049,0
UT_Wasatch,UT,49051,0
UT_Washington,UT,49053,0
UT_Wayne,UT,49055,0
UT_Weber,UT,49057,0
VA_Accomack,VA,51001,1
VA_Albemarle,VA,51003,2
VA_Alexandria city,VA,51510,0
VA_Alleghany,VA,51005,0
VA_Amelia,VA,51007,0
VA_Amherst,VA,51009,0
VA_Appomattox,VA,51011,0
VA_Arlington,VA,51013,0
VA_Augusta,VA,51015,0
VA_Bath,VA,51017,0
VA_Bedford,VA,51019,1
VA_Bedford city,VA,51515,0
VA_Bland,VA,51021,0
VA_Botetourt,VA,51023,0
VA_Bristol city,VA,51520,0
VA_Brunswick,VA,51025,1
VA_Buchanan,VA,51027,0
VA_Buckingham,VA,51029,0
VA_Buena Vista city,VA,51530,0
VA_Campbell,VA,51031,2
VA_Caroline,VA,51033,0
VA_Carroll,VA,51035,0
VA_Charles City,VA,51036,0
VA_Charlotte,VA,51037,0
VA_Charlottesville city,VA,51540,0
VA_Chesapeake city,VA,51550,0
VA_Chesterfield,VA,51041,0
VA_Clarke,VA,51043,0
VA_Colonial Heights city,VA,51570,0
VA_Covington city,VA,51580,0
VA_Craig,VA,51045,0
VA_Culpeper,VA,51047,1
VA_Cumberland,VA,51049,0
VA_Danville city,VA,51590,0
VA_Dickenson,VA,51051,0
VA_Dinwiddie,VA,51053,0
VA_Emporia city,VA,51595,0
VA_Essex,VA,51057,0
VA_Fairfax,VA,51059,0
VA_Fairfax city,VA,51600,0
VA_Falls Church city,VA,51610,0
VA_Fauquier,VA,51061,0
VA_Floyd,VA,51063,0
VA_Fluvanna,VA,51065,0
VA_Franklin,VA,51067,2
VA_Franklin city,VA,51620,0
VA_Frederick,VA,51069,0
VA_Fredericksburg city,VA,51630,0
VA_Galax city,VA,51640,0
VA_Giles,VA,51071,0
VA_Gloucester,VA,51073,0
VA_Goochland,VA,51075,0
VA_Grayson,VA,51077,1
VA_Greene,VA,51079,0
VA_Greensville,VA,51081,0
VA_Halifax,VA,51083,0
VA_Hampton city,VA,51650,0
VA_Hanover,VA,51085,0
VA_Harrisonburg city,VA,51660,0
VA_Henrico,VA,51087,0
VA_Henry,VA,51089,4
VA_Highland,VA,51091,0
VA_Hopewell city,VA,51670,0
VA_Isle of Wight,VA,51093,0
VA_James City,VA,51095,0
VA_King and Queen,VA,51097,0
VA_King George,VA,51099,0
VA_King William,VA,51101,0
VA_Lancaster,VA,51103,0
VA_Lee,VA,51105,0
VA_Lexington city,VA,51678,0
VA_Loudoun,VA,51107,0
VA_Louisa,VA,51109,0
VA_Lunenburg,VA,51111,0
VA_Lynchburg city,VA,51680,0
VA_Madison,VA,51113,1
VA_Manassas city,VA,51683,0
VA_Manassas Park city,VA,51685,0
VA_Martinsville city,VA,51690,0
VA_Mathews,VA,51115,0
VA_Mecklenburg,VA,51117,1
VA_Middlesex,VA,51119,0
VA_Montgomery,VA,51121,0
VA_Nelson,VA,51125,1
VA_New Kent,VA,51127,0
VA_Newport News city,VA,51700,0
VA_Norfolk city,VA,51710,0
VA_Northampton,VA,51131,0
VA_Northumberland,VA,51133,0
VA_Norton city,VA,51720,0
VA_Nottoway,VA,51135,5
VA_Orange,VA,51137,0
VA_Page,VA,51139,1
VA_Patrick,VA,51141,0
VA_Petersburg city,VA,51730,0
VA_Pittsylvania,VA,51143,0
VA_Poquoson city,VA,51735,0
VA_Portsmouth city,VA,51740,0
VA_Powhatan,VA,51145,0
VA_Prince Edward,VA,51147,0
VA_Prince George,VA,51149,0
VA_Prince William,VA,51153,0
VA_Pulaski,VA,51155,0
VA_Radford city,VA,51750,0
VA_Rappahannock,VA,51157,0
VA_Richmond,VA,51159,0
VA_Richmond city,VA,51760,0
VA_Roanoke,VA,51161,1
VA_Roanoke city,VA,51770,0
VA_Rockbridge,VA,51163,0
VA_Rockingham,VA,51165,0
VA_Russell,VA,51167,0
VA_Salem city,VA,51775,0
VA_Scott,VA,51169,0
VA_Shenandoah,VA,51171,0
VA_Smyth,VA,51173,0
VA_Southampton,VA,51175,0
VA_Spotsylvania,VA,51177,0
VA_Stafford,VA,51179,0
VA_Staunton city,VA,51790,0
VA_Suffolk city,VA,51800,0
VA_Surry,VA,51181,0
VA_Sussex,VA,51183,0
VA_Tazewell,VA,51185,0
VA_Virginia Beach city,VA,51810,0
VA_Warren,VA,51187,0
VA_Washington,VA,51191,0
VA_Waynesboro city,VA,51820,0
VA_Westmoreland,VA,51193,0
VA_Williamsburg city,VA,51830,0
VA_Winchester city,VA,51840,0
VA_Wise,VA,51195,0
VA_Wythe,VA,51197,0
VA_York,VA,51199,0
VI_St. Croix Island,VI,78010,0
VI_St. John Island,VI,78020,0
VI_St. Thomas Island,VI,78030,0
VT_Addison,VT,50001,0
VT_Bennington,VT,50003,0
VT_Caledonia,VT,50005,2
VT_Chittenden,VT,50007,0
VT_Essex,VT,50009,0
VT_Franklin,VT,50011,1
VT_Grand Isle,VT,50013,0
VT_Lamoille,VT,50015,0
VT_Orange,VT,50017,0
VT_Orleans,VT,50019,0
VT_Rutland,VT,50021,1
VT_Washington,VT,50023,0
VT_Windham,VT,50025,0
VT_Windsor,VT,50027,1
WA_Adams,WA,53001,9
WA_Asotin,WA,53003,0
WA_Benton,WA,53005,63
WA_Chelan,WA,53007,4
WA_Clallam,WA,53009,1
WA_Clark,WA,53011,0
WA_Columbia,WA,53013,0
WA_Cowlitz,WA,53015,0
WA_Douglas,WA,53017,37
WA_Ferry,WA,53019,8
WA_Franklin,WA,53021,45
WA_Garfield,WA,53023,0
WA_Grant,WA,53025,55
WA_Grays Harbor,WA,53027,0
WA_Island,WA,53029,7
WA_Jefferson,WA,53031,0
WA_King,WA,53033,0
WA_Kitsap,WA,53035,0
WA_Kittitas,WA,53037,0
WA_Klickitat,WA,53039,11
WA_Lewis,WA,53041,0
WA_Lincoln,WA,53043,12
WA_Mason,WA,53045,0
WA_Okanogan,WA,53047,7
WA_Pacific,WA,53049,0
WA_Pend Oreille,WA,53051,0
WA_Pierce,WA,53053,8
WA_San Juan,WA,53055,0
WA_Skagit,WA,53057,0
WA_Skamania,WA,53059,0
WA_Snohomish,WA,53061,0
WA_Spokane,WA,53063,10
WA_Stevens,WA,53065,6
WA_Thurston,WA,53067,0
WA_Wahkiakum,WA,53069,0
WA_Walla Walla,WA,53071,86
WA_Whatcom,WA,53073,96
WA_Whitman,WA,53075,11
WA_Yakima,WA,53077,16
WI_Adams,WI,55001,15
WI_Ashland,WI,55003,2
WI_Barron,WI,55005,25
WI_Bayfield,WI,55007,0
WI_Brown,WI,55009,1
WI_Buffalo,WI,55011,6
WI_Burnett,WI,55013,0
WI_Calumet,WI,55015,4
WI_Chippewa,WI,55017,29
WI_Clark,WI,55019,2
WI_Columbia,WI,55021,31
WI_Crawford,WI,55023,1
WI_Dane,WI,55025,44
WI_Dodge,WI,55027,19
WI_Door,WI,55029,12
WI_Douglas,WI,55031,0
WI_Dunn,WI,55033,13
WI_Eau Claire,WI,55035,12
WI_Florence,WI,55037,4
WI_Fond du Lac,WI,55039,14
WI_Forest,WI,55041,1
WI_Grant,WI,55043,4
WI_Green,WI,55045,4
WI_Green Lake,WI,55047,4
WI_Iowa,WI,55049,4
WI_Iron,WI,55051,4
WI_Jackson,WI,55053,14
WI_Jefferson,WI,55055,12
WI_Juneau,WI,55057,10
WI_Kenosha,WI,55059,2
WI_Kewaunee,WI,55061,0
WI_La Crosse,WI,55063,26
WI_Lafayette,WI,55065,4
WI_Langlade,WI,55067,4
WI_Lincoln,WI,55069,4
WI_Manitowoc,WI,55071,7
WI_Marathon,WI,55073,31
WI_Marinette,WI,55075,13
WI_Marquette,WI,55077,9
WI_Menominee,WI,55078,0
WI_Milwaukee,WI,55079,0
WI_Monroe,WI,55081,14
WI_Oconto,WI,55083,4
WI_Oneida,WI,55085,20
WI_Outagamie,WI,55087,1
WI_Ozaukee,WI,55089,0
WI_Pepin,WI,55091,4
WI_Pierce,WI,55093,16
WI_Polk,WI,55095,2
WI_Portage,WI,55097,62
WI_Price,WI,55099,0
WI_Racine,WI,55101,6
WI_Richland,WI,55103,1
WI_Rock,WI,55105,57
WI_Rusk,WI,55107,2
WI_Sauk,WI,55111,16
WI_Sawyer,WI,55113,0
WI_Shawano,WI,55115,14
WI_Sheboygan,WI,55117,0
WI_St. Croix,WI,55109,18
WI_Taylor,WI,55119,0
WI_Trempealeau,WI,55121,6
WI_Vernon,WI,55123,1
WI_Vilas,WI,55125,23
WI_Walworth,WI,55127,26
WI_Washburn,WI,55129,1
WI_Washington,WI,55131,9
WI_Waukesha,WI,55133,25
WI_Waupaca,WI,55135,20
WI_Waushara,WI,55137,14
WI_Winnebago,WI,55139,5
WI_Wood,WI,55141,11
WV_Barbour,WV,54001,0
WV_Berkeley,WV,54003,5
WV_Boone,WV,54005,0
WV_Braxton,WV,54007,0
WV_Brooke,WV,54009,0
WV_Cabell,WV,54011,0
WV_Calhoun,WV,54013,0
WV_Clay,WV,54015,0
WV_Doddridge,WV,54017,0
WV_Fayette,WV,54019,0
WV_Gilmer,WV,54021,0
WV_Grant,WV,54023,0
WV_Greenbrier,WV,54025,0
WV_Hampshire,WV,54027,0
WV_Hancock,WV,54029,0
WV_Hardy,WV,54031,0
WV_Harrison,WV,54033,0
WV_Jackson,WV,54035,0
WV_Jefferson,WV,54037,13
WV_Kanawha,WV,54039,0
WV_Lewis,WV,54041,0
WV_Lincoln,WV,54043,0
WV_Logan,WV,54045,0
WV_Marion,WV,54049,0
WV_Marshall,WV,54051,0
WV_Mason,WV,54053,1
WV_McDowell,WV,54047,0
WV_Mercer,WV,54055,0
WV_Mineral,WV,54057,0
WV_Mingo,WV,54059,2
WV_Monongalia,WV,54061,0
WV_Monroe,WV,54063,0
WV_Morgan,WV,54065,0
WV_Nicholas,WV,54067,0
WV_Ohio,WV,54069,0
WV_Pendleton,WV,54071,0
WV_Pleasants,WV,54073,0
WV_Pocahontas,WV,54075,0
WV_Preston,WV,54077,0
WV_Putnam,WV,54079,0
WV_Raleigh,WV,54081,0
WV_Randolph,WV,54083,0
WV_Ritchie,WV,54085,0
WV_Roane,WV,54087,0
WV_Summers,WV,54089,0
WV_Taylor,WV,54091,0
WV_Tucker,WV,54093,0
WV_Tyler,WV,54095,0
WV_Upshur,WV,54097,0
WV_Wayne,WV,54099,0
WV_Webster,WV,54101,0
WV_Wetzel,WV,54103,0
WV_Wirt,WV,54105,0
WV_Wood,WV,54107,0
WV_Wyoming,WV,54109,0
WY_Albany,WY,56001,0
WY_Big Horn,WY,56003,0
WY_Campbell,WY,56005,0
WY_Carbon,WY,56007,0
WY_Converse,WY,56009,0
WY_Crook,WY,56011,0
WY_Fremont,WY,56013,0
WY_Goshen,WY,56015,5
WY_Hot Springs,WY,56017,0
WY_Johnson,WY,56019,0
WY_Laramie,WY,56021,3
WY_Lincoln,WY,56023,0
WY_Natrona,WY,56025,1
WY_Niobrara,WY,56027,0
WY_Park,WY,56029,0
WY_Platte,WY,56031,0
WY_Sheridan,WY,56033,0
WY_Sublette,WY,56035,0
WY_Sweetwater,WY,56037,0
WY_Teton,WY,56039,2
WY_Uinta,WY,56041,0
WY_Washakie,WY,56043,0
WY_Weston,WY,56045,0
